county_name,age_group,sex,population
Emmons,10-14,female,93
Foster,10-14,female,119
Golden Valley,10-14,female,53
Grand Forks,10-14,female,2035
Grant,10-14,female,59
Griggs,10-14,female,69
Hettinger,10-14,female,59
Kidder,10-14,female,69
LaMoure,10-14,female,131
Logan,10-14,female,62
McHenry,10-14,female,193
McIntosh,10-14,female,68
McKenzie,10-14,female,531
McLean,10-14,female,311
Mercer,10-14,female,281
Morton,10-14,female,1057
Mountrail,10-14,female,354
Nelson,10-14,female,67
Oliver,10-14,female,63
Pembina,10-14,female,178
Pierce,10-14,female,167
Ramsey,10-14,female,343
Ransom,10-14,female,196
Renville,10-14,female,74
Richland,10-14,female,529
Rolette,10-14,female,600
Sargent,10-14,female,106
Sheridan,10-14,female,22
Sioux,10-14,female,180
Slope,10-14,female,24
Stark,10-14,female,1103
Steele,10-14,female,41
Stutsman,10-14,female,633
Towner,10-14,female,88
Traill,10-14,female,295
Walsh,10-14,female,331
Ward,10-14,female,2289
Wells,10-14,female,81
Williams,10-14,female,1430
Adams,15-19,female,44
Barnes,15-19,female,416
Benson,15-19,female,219
Billings,15-19,female,19
Bottineau,15-19,female,184
Bowman,15-19,female,74
Burke,15-19,female,55
Burleigh,15-19,female,3175
Cass,15-19,female,5919
Cavalier,15-19,female,89
Dickey,15-19,female,165
Divide,15-19,female,49
Dunn,15-19,female,117
Eddy,15-19,female,59
Emmons,15-19,female,111
Foster,15-19,female,86
Golden Valley,15-19,female,50
Grand Forks,15-19,female,2925
Grant,15-19,female,54
Griggs,15-19,female,42
Hettinger,15-19,female,47
Kidder,15-19,female,51
LaMoure,15-19,female,119
Logan,15-19,female,60
McHenry,15-19,female,135
McIntosh,15-19,female,44
McKenzie,15-19,female,449
McLean,15-19,female,240
Mercer,15-19,female,208
Morton,15-19,female,891
Mountrail,15-19,female,332
Nelson,15-19,female,70
Oliver,15-19,female,42
Pembina,15-19,female,164
Pierce,15-19,female,113
Ramsey,15-19,female,376
Ransom,15-19,female,134
Renville,15-19,female,69
Richland,15-19,female,606
Rolette,15-19,female,462
Sargent,15-19,female,99
Sheridan,15-19,female,30
Sioux,15-19,female,155
Slope,15-19,female,18
Stark,15-19,female,984
Steele,15-19,female,34
Stutsman,15-19,female,712
Towner,15-19,female,45
Traill,15-19,female,265
Walsh,15-19,female,270
Ward,15-19,female,2136
Wells,15-19,female,94
Williams,15-19,female,1221
Adams,20-24,female,45
Barnes,20-24,female,346
Benson,20-24,female,139
Billings,20-24,female,18
Bottineau,20-24,female,114
Bowman,20-24,female,48
Burke,20-24,female,27
Burleigh,20-24,female,3153
Cass,20-24,female,8842
Cavalier,20-24,female,45
Dickey,20-24,female,131
Divide,20-24,female,33
Dunn,20-24,female,79
Eddy,20-24,female,47
Emmons,20-24,female,61
Foster,20-24,female,62
Golden Valley,20-24,female,27
Grand Forks,20-24,female,4355
Grant,20-24,female,47
Griggs,20-24,female,36
Hettinger,20-24,female,38
Kidder,20-24,female,52
LaMoure,20-24,female,66
Logan,20-24,female,21
McHenry,20-24,female,69
McIntosh,20-24,female,41
McKenzie,20-24,female,435
McLean,20-24,female,149
Mercer,20-24,female,139
Morton,20-24,female,918
Mountrail,20-24,female,233
Nelson,20-24,female,26
Oliver,20-24,female,27
Pembina,20-24,female,102
Pierce,20-24,female,61
Ramsey,20-24,female,295
Ransom,20-24,female,142
Renville,20-24,female,45
Richland,20-24,female,498
Rolette,20-24,female,313
Sargent,20-24,female,72
Sheridan,20-24,female,12
Sioux,20-24,female,129
Slope,20-24,female,6
Stark,20-24,female,1055
Steele,20-24,female,26
Stutsman,20-24,female,671
Towner,20-24,female,35
Traill,20-24,female,255
Walsh,20-24,female,220
Ward,20-24,female,2881
Wells,20-24,female,49
Williams,20-24,female,1269
Adams,25-29,female,53
Barnes,25-29,female,248
Benson,25-29,female,154
Billings,25-29,female,22
Bottineau,25-29,female,165
Bowman,25-29,female,80
Burke,25-29,female,46
Burleigh,25-29,female,3043
Cass,25-29,female,7716
Cavalier,25-29,female,104
Dickey,25-29,female,120
Divide,25-29,female,56
Dunn,25-29,female,114
Eddy,25-29,female,57
Emmons,25-29,female,59
Foster,25-29,female,93
Golden Valley,25-29,female,44
Grand Forks,25-29,female,2833
Grant,25-29,female,50
Griggs,25-29,female,54
Hettinger,25-29,female,84
Kidder,25-29,female,48
LaMoure,25-29,female,84
Logan,25-29,female,38
McHenry,25-29,female,118
McIntosh,25-29,female,43
McKenzie,25-29,female,672
McLean,25-29,female,211
Mercer,25-29,female,182
Morton,25-29,female,1140
Mountrail,25-29,female,316
Nelson,25-29,female,52
Oliver,25-29,female,35
Pembina,25-29,female,138
Pierce,25-29,female,73
Ramsey,25-29,female,311
Ransom,25-29,female,142
Renville,25-29,female,45
Richland,25-29,female,429
Rolette,25-29,female,335
Sargent,25-29,female,88
Sheridan,25-29,female,20
Sioux,25-29,female,105
Slope,25-29,female,21
Stark,25-29,female,1250
Steele,25-29,female,39
Stutsman,25-29,female,580
Towner,25-29,female,31
Traill,25-29,female,191
Walsh,25-29,female,243
Ward,25-29,female,2850
Wells,25-29,female,77
Williams,25-29,female,1734
Adams,30-34,female,47
Barnes,30-34,female,266
Benson,30-34,female,184
Billings,30-34,female,23
Bottineau,30-34,female,164
Bowman,30-34,female,78
Burke,30-34,female,57
Burleigh,30-34,female,3365
Cass,30-34,female,7286
Cavalier,30-34,female,89
Dickey,30-34,female,132
Divide,30-34,female,69
Dunn,30-34,female,145
Eddy,30-34,female,58
Emmons,30-34,female,67
Foster,30-34,female,84
Golden Valley,30-34,female,17
Grand Forks,30-34,female,2583
Grant,30-34,female,46
Griggs,30-34,female,58
Hettinger,30-34,female,77
Kidder,30-34,female,49
LaMoure,30-34,female,110
Logan,30-34,female,39
McHenry,30-34,female,123
McIntosh,30-34,female,50
McKenzie,30-34,female,585
McLean,30-34,female,292
Mercer,30-34,female,223
Morton,30-34,female,1164
Mountrail,30-34,female,342
Nelson,30-34,female,59
Oliver,30-34,female,48
Pembina,30-34,female,201
Pierce,30-34,female,93
Ramsey,30-34,female,330
Ransom,30-34,female,136
Renville,30-34,female,57
Richland,30-34,female,451
Rolette,30-34,female,362
Sargent,30-34,female,90
Sheridan,30-34,female,34
Sioux,30-34,female,109
Slope,30-34,female,18
Stark,30-34,female,1327
Steele,30-34,female,59
Stutsman,30-34,female,581
Towner,30-34,female,65
Traill,30-34,female,221
Walsh,30-34,female,279
Ward,30-34,female,2630
Wells,30-34,female,110
Williams,30-34,female,1720
Adams,35-39,female,46
Barnes,35-39,female,280
Benson,35-39,female,153
Billings,35-39,female,22
Bottineau,35-39,female,161
Bowman,35-39,female,88
Burke,35-39,female,74
Burleigh,35-39,female,3444
Cass,35-39,female,6782
Cavalier,35-39,female,91
Dickey,35-39,female,141
Divide,35-39,female,67
Dunn,35-39,female,136
Eddy,35-39,female,63
Emmons,35-39,female,68
Foster,35-39,female,92
Golden Valley,35-39,female,53
Grand Forks,35-39,female,2215
Grant,35-39,female,59
Griggs,35-39,female,56
Hettinger,35-39,female,57
Kidder,35-39,female,71
LaMoure,35-39,female,102
Logan,35-39,female,39
McHenry,35-39,female,191
McIntosh,35-39,female,70
McKenzie,35-39,female,494
McLean,35-39,female,252
Mercer,35-39,female,249
Morton,35-39,female,1117
Mountrail,35-39,female,310
Nelson,35-39,female,89
Oliver,35-39,female,42
Pembina,35-39,female,186
Pierce,35-39,female,102
Ramsey,35-39,female,316
Ransom,35-39,female,146
Renville,35-39,female,52
Richland,35-39,female,475
Rolette,35-39,female,366
Sargent,35-39,female,93
Sheridan,35-39,female,32
Sioux,35-39,female,126
Slope,35-39,female,26
Stark,35-39,female,1174
Steele,35-39,female,37
Stutsman,35-39,female,583
Towner,35-39,female,50
Traill,35-39,female,206
Walsh,35-39,female,291
Ward,35-39,female,2343
Wells,35-39,female,87
Williams,35-39,female,1462
Adams,40-44,female,40
Barnes,40-44,female,252
Benson,40-44,female,157
Billings,40-44,female,33
Bottineau,40-44,female,156
Bowman,40-44,female,73
Burke,40-44,female,60
Burleigh,40-44,female,2880
Cass,40-44,female,5435
Cavalier,40-44,female,73
Dickey,40-44,female,120
Divide,40-44,female,66
Dunn,40-44,female,94
Eddy,40-44,female,53
Emmons,40-44,female,75
Foster,40-44,female,69
Golden Valley,40-44,female,50
Grand Forks,40-44,female,1778
Grant,40-44,female,44
Griggs,40-44,female,44
Hettinger,40-44,female,66
Kidder,40-44,female,63
LaMoure,40-44,female,101
Logan,40-44,female,56
McHenry,40-44,female,137
McIntosh,40-44,female,45
McKenzie,40-44,female,380
McLean,40-44,female,253
Mercer,40-44,female,223
Morton,40-44,female,931
Mountrail,40-44,female,275
Nelson,40-44,female,63
Oliver,40-44,female,54
Pembina,40-44,female,171
Pierce,40-44,female,111
Ramsey,40-44,female,268
Ransom,40-44,female,164
Renville,40-44,female,59
Richland,40-44,female,381
Rolette,40-44,female,323
Sargent,40-44,female,92
Sheridan,40-44,female,24
Sioux,40-44,female,97
Slope,40-44,female,18
Stark,40-44,female,846
Steele,40-44,female,33
Stutsman,40-44,female,580
Towner,40-44,female,34
Traill,40-44,female,192
Walsh,40-44,female,259
Ward,40-44,female,1869
Wells,40-44,female,76
Williams,40-44,female,1029
Adams,45-49,female,64
Barnes,45-49,female,273
Benson,45-49,female,111
Billings,45-49,female,16
Bottineau,45-49,female,149
Bowman,45-49,female,67
Burke,45-49,female,53
Burleigh,45-49,female,2627
Cass,45-49,female,4755
Cavalier,45-49,female,86
Dickey,45-49,female,123
Divide,45-49,female,38
Dunn,45-49,female,85
Eddy,45-49,female,55
Emmons,45-49,female,74
Foster,45-49,female,93
Golden Valley,45-49,female,45
Grand Forks,45-49,female,1598
Grant,45-49,female,46
Griggs,45-49,female,62
Hettinger,45-49,female,49
Kidder,45-49,female,48
LaMoure,45-49,female,103
Logan,45-49,female,45
McHenry,45-49,female,147
McIntosh,45-49,female,45
McKenzie,45-49,female,332
McLean,45-49,female,258
Mercer,45-49,female,221
Morton,45-49,female,906
Mountrail,45-49,female,262
Nelson,45-49,female,56
Oliver,45-49,female,27
Pembina,45-49,female,161
Pierce,45-49,female,103
Ramsey,45-49,female,276
Ransom,45-49,female,134
Renville,45-49,female,65
Richland,45-49,female,358
Rolette,45-49,female,261
Sargent,45-49,female,92
Sheridan,45-49,female,30
Sioux,45-49,female,102
Slope,45-49,female,16
Stark,45-49,female,783
Steele,45-49,female,48
Stutsman,45-49,female,505
Towner,45-49,female,61
Traill,45-49,female,195
Walsh,45-49,female,262
Ward,45-49,female,1721
Wells,45-49,female,88
Williams,45-49,female,926
Adams,50-54,female,61
Barnes,50-54,female,308
Benson,50-54,female,142
Billings,50-54,female,34
Bottineau,50-54,female,164
Bowman,50-54,female,55
Burke,50-54,female,46
Burleigh,50-54,female,2565
Cass,50-54,female,4653
Cavalier,50-54,female,97
Dickey,50-54,female,118
Divide,50-54,female,53
Dunn,50-54,female,121
Eddy,50-54,female,55
Emmons,50-54,female,100
Foster,50-54,female,107
Golden Valley,50-54,female,44
Grand Forks,50-54,female,1643
Grant,50-54,female,61
Griggs,50-54,female,56
Hettinger,50-54,female,76
Kidder,50-54,female,75
LaMoure,50-54,female,82
Logan,50-54,female,43
McHenry,50-54,female,147
McIntosh,50-54,female,65
McKenzie,50-54,female,348
McLean,50-54,female,242
Mercer,50-54,female,204
Morton,50-54,female,901
Mountrail,50-54,female,234
Nelson,50-54,female,99
Oliver,50-54,female,48
Pembina,50-54,female,180
Pierce,50-54,female,123
Ramsey,50-54,female,342
Ransom,50-54,female,153
Renville,50-54,female,69
Richland,50-54,female,437
Rolette,50-54,female,340
Sargent,50-54,female,132
Sheridan,50-54,female,35
Sioux,50-54,female,128
Slope,50-54,female,10
Stark,50-54,female,827
Steele,50-54,female,40
Stutsman,50-54,female,579
Towner,50-54,female,59
Traill,50-54,female,250
Walsh,50-54,female,279
Ward,50-54,female,1641
Wells,50-54,female,126
Williams,50-54,female,933
Adams,55-59,female,91
Barnes,55-59,female,378
Benson,55-59,female,180
Billings,55-59,female,40
Bottineau,55-59,female,219
Bowman,55-59,female,106
Burke,55-59,female,69
Burleigh,55-59,female,3069
Cass,55-59,female,4860
Cavalier,55-59,female,139
Dickey,55-59,female,149
Divide,55-59,female,79
Dunn,55-59,female,139
Eddy,55-59,female,82
Emmons,55-59,female,140
Foster,55-59,female,133
Golden Valley,55-59,female,63
Grand Forks,55-59,female,1986
Grant,55-59,female,99
Griggs,55-59,female,78
Hettinger,55-59,female,107
Kidder,55-59,female,83
LaMoure,55-59,female,151
Logan,55-59,female,72
McHenry,55-59,female,190
McIntosh,55-59,female,107
McKenzie,55-59,female,363
McLean,55-59,female,343
Mercer,55-59,female,346
Morton,55-59,female,1072
Mountrail,55-59,female,293
Nelson,55-59,female,112
Oliver,55-59,female,70
Pembina,55-59,female,257
Pierce,55-59,female,133
Ramsey,55-59,female,410
Ransom,55-59,female,205
Renville,55-59,female,98
Richland,55-59,female,608
Rolette,55-59,female,421
Sargent,55-59,female,131
Sheridan,55-59,female,56
Sioux,55-59,female,119
Slope,55-59,female,27
Stark,55-59,female,968
Steele,55-59,female,78
Stutsman,55-59,female,723
Towner,55-59,female,96
Traill,55-59,female,260
Walsh,55-59,female,412
Ward,55-59,female,1944
Wells,55-59,female,196
Williams,55-59,female,962
Adams,60-64,female,91
Barnes,60-64,female,422
Benson,60-64,female,181
Billings,60-64,female,49
Bottineau,60-64,female,237
Bowman,60-64,female,136
Burke,60-64,female,74
Burleigh,60-64,female,3329
Cass,60-64,female,5020
Cavalier,60-64,female,135
Dickey,60-64,female,197
Divide,60-64,female,78
Dunn,60-64,female,138
Eddy,60-64,female,89
Emmons,60-64,female,116
Foster,60-64,female,131
Golden Valley,60-64,female,75
Grand Forks,60-64,female,2017
Grant,60-64,female,99
Griggs,60-64,female,84
Hettinger,60-64,female,105
Kidder,60-64,female,93
LaMoure,60-64,female,189
Logan,60-64,female,62
McHenry,60-64,female,215
McIntosh,60-64,female,107
McKenzie,60-64,female,289
McLean,60-64,female,421
Mercer,60-64,female,376
Morton,60-64,female,1145
Mountrail,60-64,female,309
Nelson,60-64,female,150
Oliver,60-64,female,109
Pembina,60-64,female,294
Pierce,60-64,female,163
Ramsey,60-64,female,434
Ransom,60-64,female,207
Renville,60-64,female,85
Richland,60-64,female,639
Rolette,60-64,female,384
Sargent,60-64,female,137
Sheridan,60-64,female,46
Sioux,60-64,female,84
Slope,60-64,female,35
Stark,60-64,female,1016
Steele,60-64,female,74
Stutsman,60-64,female,826
Towner,60-64,female,99
Traill,60-64,female,287
Walsh,60-64,female,403
Ward,60-64,female,1870
Wells,60-64,female,168
Williams,60-64,female,962
Adams,65-69,female,107
Barnes,65-69,female,369
Benson,65-69,female,165
Billings,65-69,female,29
Bottineau,65-69,female,268
Bowman,65-69,female,116
Burke,65-69,female,63
Burleigh,65-69,female,2826
Cass,65-69,female,4273
Cavalier,65-69,female,145
Dickey,65-69,female,148
Divide,65-69,female,72
Dunn,65-69,female,109
Eddy,65-69,female,91
Emmons,65-69,female,123
Foster,65-69,female,108
Golden Valley,65-69,female,55
Grand Forks,65-69,female,1688
Grant,65-69,female,94
Griggs,65-69,female,106
Hettinger,65-69,female,91
Kidder,65-69,female,101
LaMoure,65-69,female,139
Logan,65-69,female,54
McHenry,65-69,female,202
McIntosh,65-69,female,92
McKenzie,65-69,female,222
McLean,65-69,female,394
Mercer,65-69,female,264
Morton,65-69,female,941
Mountrail,65-69,female,249
Nelson,65-69,female,138
Oliver,65-69,female,52
Pembina,65-69,female,278
Pierce,65-69,female,148
Ramsey,65-69,female,369
Ransom,65-69,female,171
Renville,65-69,female,89
Richland,65-69,female,523
Rolette,65-69,female,322
Sargent,65-69,female,139
Sheridan,65-69,female,44
Sioux,65-69,female,100
Slope,65-69,female,33
Stark,65-69,female,649
Steele,65-69,female,68
Stutsman,65-69,female,703
Towner,65-69,female,83
Traill,65-69,female,247
Walsh,65-69,female,343
Ward,65-69,female,1569
Wells,65-69,female,137
Williams,65-69,female,661
Adams,70-74,female,81
Barnes,70-74,female,303
Benson,70-74,female,118
Billings,70-74,female,25
Bottineau,70-74,female,200
Bowman,70-74,female,81
Burke,70-74,female,72
Burleigh,70-74,female,2114
Cass,70-74,female,3051
Cavalier,70-74,female,107
Dickey,70-74,female,129
Divide,70-74,female,55
Dunn,70-74,female,75
Eddy,70-74,female,52
Emmons,70-74,female,113
Foster,70-74,female,94
Golden Valley,70-74,female,47
Grand Forks,70-74,female,1244
Grant,70-74,female,82
Griggs,70-74,female,78
Hettinger,70-74,female,88
Kidder,70-74,female,70
LaMoure,70-74,female,114
Logan,70-74,female,50
McHenry,70-74,female,128
McIntosh,70-74,female,72
McKenzie,70-74,female,137
McLean,70-74,female,312
Mercer,70-74,female,208
Morton,70-74,female,754
Mountrail,70-74,female,163
Nelson,70-74,female,109
Oliver,70-74,female,70
Pembina,70-74,female,189
Pierce,70-74,female,112
Ramsey,70-74,female,298
Ransom,70-74,female,127
Renville,70-74,female,61
Richland,70-74,female,350
Rolette,70-74,female,225
Sargent,70-74,female,103
Sheridan,70-74,female,35
Sioux,70-74,female,47
Slope,70-74,female,15
Stark,70-74,female,525
Steele,70-74,female,52
Stutsman,70-74,female,539
Towner,70-74,female,55
Traill,70-74,female,178
Walsh,70-74,female,273
Ward,70-74,female,1104
Wells,70-74,female,155
Williams,70-74,female,399
Adams,75-79,female,54
Barnes,75-79,female,222
Benson,75-79,female,64
Billings,75-79,female,16
Bottineau,75-79,female,132
Bowman,75-79,female,62
Burke,75-79,female,30
Burleigh,75-79,female,1492
Cass,75-79,female,1959
Cavalier,75-79,female,91
Dickey,75-79,female,119
Divide,75-79,female,41
Dunn,75-79,female,57
Eddy,75-79,female,44
Emmons,75-79,female,84
Foster,75-79,female,63
Golden Valley,75-79,female,46
Grand Forks,75-79,female,856
Grant,75-79,female,61
Griggs,75-79,female,69
Hettinger,75-79,female,57
Kidder,75-79,female,52
LaMoure,75-79,female,88
Logan,75-79,female,64
McHenry,75-79,female,94
McIntosh,75-79,female,76
McKenzie,75-79,female,120
McLean,75-79,female,209
Mercer,75-79,female,138
Morton,75-79,female,505
Mountrail,75-79,female,90
Nelson,75-79,female,79
Oliver,75-79,female,25
Pembina,75-79,female,123
Pierce,75-79,female,103
Ramsey,75-79,female,236
Ransom,75-79,female,103
Renville,75-79,female,36
Richland,75-79,female,255
Rolette,75-79,female,140
Sargent,75-79,female,76
Sheridan,75-79,female,38
Sioux,75-79,female,30
Slope,75-79,female,5
Stark,75-79,female,405
Steele,75-79,female,26
Stutsman,75-79,female,382
Towner,75-79,female,43
Traill,75-79,female,161
Walsh,75-79,female,178
Ward,75-79,female,872
Wells,75-79,female,106
Williams,75-79,female,279
Adams,80-84,female,37
Barnes,80-84,female,172
Benson,80-84,female,59
Billings,80-84,female,10
Bottineau,80-84,female,90
Bowman,80-84,female,47
Burke,80-84,female,31
Burleigh,80-84,female,1175
Cass,80-84,female,1492
Cavalier,80-84,female,76
Dickey,80-84,female,76
Divide,80-84,female,26
Dunn,80-84,female,49
Eddy,80-84,female,51
Emmons,80-84,female,76
Foster,80-84,female,57
Golden Valley,80-84,female,21
Grand Forks,80-84,female,696
Grant,80-84,female,50
Griggs,80-84,female,31
Hettinger,80-84,female,35
Kidder,80-84,female,30
LaMoure,80-84,female,84
Logan,80-84,female,36
McHenry,80-84,female,79
McIntosh,80-84,female,71
McKenzie,80-84,female,69
McLean,80-84,female,128
Mercer,80-84,female,110
Morton,80-84,female,362
Mountrail,80-84,female,66
Nelson,80-84,female,65
Oliver,80-84,female,21
Pembina,80-84,female,121
Pierce,80-84,female,69
Ramsey,80-84,female,161
Ransom,80-84,female,62
Renville,80-84,female,36
Richland,80-84,female,207
Rolette,80-84,female,111
Sargent,80-84,female,42
Sheridan,80-84,female,29
Sioux,80-84,female,21
Slope,80-84,female,11
Stark,80-84,female,322
Steele,80-84,female,27
Stutsman,80-84,female,289
Towner,80-84,female,34
Traill,80-84,female,96
Walsh,80-84,female,175
Ward,80-84,female,668
Wells,80-84,female,78
Williams,80-84,female,244
Adams,85+,female,62
Barnes,85+,female,237
Benson,85+,female,52
Billings,85+,female,4
Bottineau,85+,female,127
Bowman,85+,female,54
Burke,85+,female,39
Burleigh,85+,female,1557
Cass,85+,female,1874
Cavalier,85+,female,90
Dickey,85+,female,99
Divide,85+,female,47
Dunn,85+,female,54
Eddy,85+,female,69
Emmons,85+,female,85
Foster,85+,female,83
Golden Valley,85+,female,29
Grand Forks,85+,female,859
Grant,85+,female,60
Griggs,85+,female,73
Hettinger,85+,female,50
Kidder,85+,female,29
LaMoure,85+,female,105
Logan,85+,female,48
McHenry,85+,female,103
McIntosh,85+,female,138
McKenzie,85+,female,75
McLean,85+,female,151
Mercer,85+,female,135
Morton,85+,female,481
Mountrail,85+,female,85
Nelson,85+,female,95
Oliver,85+,female,17
Pembina,85+,female,139
Pierce,85+,female,98
Ramsey,85+,female,216
Ransom,85+,female,137
Renville,85+,female,34
Richland,85+,female,288
Rolette,85+,female,132
Sargent,85+,female,55
Sheridan,85+,female,32
Sioux,85+,female,15
Slope,85+,female,17
Stark,85+,female,472
Steele,85+,female,29
Stutsman,85+,female,452
Towner,85+,female,64
Traill,85+,female,168
Walsh,85+,female,268
Ward,85+,female,827
Wells,85+,female,127
Williams,85+,female,287
